Average Fire Intensity Change per step,Average Total Rewards,Average Suppressant Efficiency
"[4.0, 4.0, 4.0, 4.0, 2.857142857142857, 3.6666666666666665, 4.0, 4.0, 4.769230769230769, 2.1176470588235294]","[1, 1, 1, 1, 2, 1, 1, 1, 1, 1]","[1, 1, 1, 2, 1, 1, 1, 1, 5, 3]","[-4, -4, -4, -4, -4, -4, -4, -4, -4, -4]","[6.0, 6.0, 6.0, 6.0, 9.0, 6.0, 6.0, 6.0, 16.0, 16.0]","[[2], [2], [2], [3], [7], [3], [2], [2], [13], [17]]","[[tensor([9.])], [tensor([9.])], [tensor([9.])], [tensor([6.])], [tensor([15.])], [tensor([9.])], [tensor([9.])], [tensor([9.])], [tensor([-3.])], [tensor([3.])]]",-1.3781081663434605,4.0,0.9607843137254901
